	student_id	s0	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s40	s41	s42	s43	s44	s45	s46	s47	s48	s49	s50	s51	s52	s53	s54	s55	s56	s57	s58	s59	s60	s61	s62	s63	s64	s65	s66	s67	s68	s69	s70	s71	s72	s73	s74	s75	s76	s77	s78	s79	s80	s81	s82	s83	s84	s85	s86	s87	s88	s89	s90	s91	s92	s93	s94	s95	s96	s97	s98	s99
125	79582	1	1	7	7	7	7	9	10	10	10	10	13	14	15	15	30	32	32	32	32	32	32	32	32	32	32	32	32	32	33	33	33	33	33	33	33	33	33	33	33	33	33	34	34	34	34	34	35	35	35	37	37	39	39	39	39	39	39	42	44	44	44	44	46	46	46	46	46	46	46	46	46	46	46	46	46	47	47	47	48	48	48	48	48	50	50	50	50	54	55	55	55	55	55	68	69	69	69	69	70
126	79583	1	1	6	7	7	7	9	9	10	10	10	10	13	13	13	13	13	14	14	14	14	14	14	14	15	15	15	30	30	30	30	30	30	30	32	32	32	32	32	32	32	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	34	34	34	35	37	37	37	37	39	42	42	42	44	44	44	44	46	46	46	47	48	48	48	48	48	50	50	50	54	55	55	55	68	69	69	69	69	70	70	70	70
127	79585	1	1	1	1	5	5	5	5	5	6	6	6	6	6	9	10	10	10	10	10	11	11	11	13	13	13	14	14	14	14	14	14	14	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	30	30	30	32	32	32	33	33	33	37	37	37	38	38	38	38	45	47	47	47	54	54	54	55	67	67	67	67	67	67	67	67	69	69	69	69	69	69	69	69	69	70	70	70	71	71	71	71	71	71	71
128	79586	1	1	6	6	7	7	7	7	9	10	10	10	10	10	10	10	11	12	13	13	13	14	14	14	14	14	14	14	14	15	15	15	15	15	15	15	15	15	30	30	30	32	32	32	33	33	33	34	34	34	35	37	37	37	37	37	37	37	37	37	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	42	42	42	42	42	44	44	44	44	45	45	46	46	46	46	46	46	46	46	46
129	79632	1	1	1	1	2	2	2	2	2	2	2	2	7	7	7	7	7	7	7	8	8	8	8	8	8	9	10	10	10	10	10	10	11	11	12	12	12	12	12	12	13	14	14	15	15	15	23	24	24	24	29	29	29	29	31	31	31	31	33	34	34	34	34	34	34	35	35	35	35	35	37	37	37	39	39	39	39	39	39	39	41	41	41	41	41	41	42	44	44	44	44	44	44	45	46	46	46	46	46	46
130	79682	1	2	2	2	2	2	2	2	2	2	2	5	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	10	10	10	10	10	10	10	10	10	11	11	13	13	13	13	14	14	15	15	15	15	15	15	23	24	24	24	29	29	29	29	31	31	31	31	31	33	33	33	33	33	33	34	34	34	34	34	34	35	35	35	35	35	37	37	39	39	39	39	39	41	41	41	41	41	41	42	44	44	44
131	79735	1	1	1	2	2	2	2	2	5	7	7	7	7	7	7	7	8	8	8	8	10	10	10	11	11	12	12	12	12	13	14	14	15	15	15	23	24	24	24	29	29	29	29	31	31	31	31	31	33	33	33	33	33	33	34	34	34	34	34	34	35	35	35	35	35	37	39	39	39	39	39	40	41	41	41	41	41	41	42	44	44	44	45	45	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46
132	79736	1	1	2	2	2	2	2	2	2	5	5	5	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	9	10	10	10	10	10	10	10	11	11	12	12	13	14	14	15	15	15	15	15	15	23	23	23	23	23	23	24	29	29	31	31	31	31	31	33	33	33	33	33	33	34	34	34	34	34	34	34	34	34	35	35	35	35	35	35	35	35	37	39	39	39	39	39	39	39	41	41	41	41	42
133	79737	1	1	1	1	2	2	2	2	2	2	2	5	5	5	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	10	10	10	10	10	10	10	10	10	11	11	12	12	13	13	13	14	14	15	15	23	24	29	29	31	31	31	33	33	33	33	33	33	33	33	33	33	34	34	34	34	34	34	35	35	35	35	35	37	37	37	39	39	39	39	39	39	39	40	40	41	41	41	41	41	41
134	79738	1	1	1	1	1	2	2	2	2	2	2	2	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	9	10	10	10	10	10	11	12	12	12	13	14	14	15	15	15	15	23	23	23	23	23	23	24	24	24	29	29	29	29	31	31	31	33	33	33	33	33	33	34	34	34	34	34	34	34	35	35	35	35	35	35	37	37	37	37	37	39	39	39	39	39	39	39	39	39	39
135	79739	1	1	1	1	1	2	2	2	2	2	2	2	2	5	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	9	10	10	10	10	10	10	10	11	11	11	11	12	12	12	12	13	14	14	15	15	15	15	15	15	23	24	24	24	24	29	29	29	29	29	31	31	33	33	33	33	33	33	33	33	34	34	34	34	34	34	34	35	35	35	35	35	35	37	37	39	39	39	39	39	40	41	41	41	41
136	79740	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	5	7	7	7	7	7	8	8	8	8	8	8	8	9	10	10	10	10	10	10	10	10	11	13	14	14	14	15	15	15	15	23	29	31	31	31	31	31	33	33	33	33	33	33	33	34	34	34	34	34	34	34	34	35	35	35	35	35	35	35	37	37	39	39	39	39	39	41	41	41	41	41	41	42	44	44	44	44	44	44	44	44	44	44
137	79741	1	1	1	1	2	2	2	2	2	5	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	9	10	10	10	10	10	10	10	10	11	11	12	13	14	14	15	15	23	24	24	24	29	29	29	29	31	31	31	33	33	33	33	33	33	34	34	34	34	34	34	35	35	35	35	35	37	37	37	37	37	39	39	39	39	39	40	40	41	41	41	41	41	42	42	42	44	44	44	44	44	44	44	44
138	79742	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	5	5	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	10	10	10	10	10	10	10	10	10	10	11	11	12	12	13	14	14	15	15	23	24	24	24	29	29	29	29	31	31	31	31	31	31	33	33	33	33	33	33	34	34	34	34	34	34	35	35	35	35	35	37	37	37	37	37	37	39	39	39	39	39	39	40	40	41	41
139	79744	1	1	1	2	2	2	2	2	2	2	5	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	10	10	10	10	10	10	10	10	10	10	10	10	10	11	11	12	13	14	14	15	15	15	23	24	24	29	29	29	31	31	31	33	33	33	33	33	33	34	34	34	34	34	34	35	35	35	35	35	37	37	39	39	39	39	39	39	39	40	41	41	41	41	41	41	42	42	42	44	44	44	44
140	79745	1	1	2	2	2	2	2	2	2	5	5	7	7	7	7	7	7	7	8	8	8	8	8	8	9	10	10	10	10	11	11	12	13	14	14	15	15	15	23	29	29	29	31	31	31	31	31	31	33	33	33	33	33	33	34	34	34	34	34	34	35	35	35	35	35	37	37	37	37	39	39	39	39	39	39	39	40	40	41	41	41	41	41	41	42	42	42	44	44	44	44	44	45	45	46	46	46	46	46	46
141	79746	1	1	1	2	2	2	2	2	2	2	2	2	5	5	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	9	9	9	10	10	10	10	10	10	10	10	10	10	11	11	14	14	15	15	15	31	31	31	31	33	33	33	33	33	33	34	34	34	34	34	34	35	35	35	35	35	37	37	37	37	37	39	39	39	39	39	39	39	40	41	41	41	41	42	44	44	44	44	44	44	44	44	44	45
142	79748	1	1	2	2	2	2	2	2	2	2	2	2	2	2	5	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	10	10	10	10	10	10	10	11	11	12	13	14	14	15	15	23	24	29	29	31	31	31	31	31	31	31	31	33	33	33	33	33	33	34	34	34	34	34	34	35	35	35	35	35	37	37	37	39	39	39	39	39	40	40	41	41	41	41	41	42	44	44	44	44	44	44	44	45
143	79749	1	1	2	2	2	2	2	2	2	5	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	10	10	10	10	10	10	10	10	11	11	12	12	13	14	14	15	15	15	23	23	23	23	23	23	24	24	24	29	29	29	29	31	31	33	33	33	33	33	33	34	34	34	34	34	34	35	35	35	35	35	37	37	37	37	39	39	39	39	39	39	39	39	40	41	41	41	41	42	44
144	79750	1	1	1	1	2	2	2	2	2	5	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	10	10	10	10	10	10	10	11	11	12	13	13	13	13	14	14	15	15	15	23	24	29	29	31	31	33	33	33	33	33	33	34	34	34	34	34	34	35	35	35	35	35	37	37	37	37	39	39	39	39	39	39	39	39	40	41	41	41	41	41	42	44	44	44	44	44	45	45	45	45	45	46	46	46	46
145	79752	1	1	2	2	2	2	2	2	2	5	5	5	7	7	7	7	7	7	7	8	8	8	8	8	8	9	9	10	10	10	10	11	11	13	14	14	15	15	15	15	15	15	15	15	23	23	23	24	24	24	29	29	29	29	31	31	31	31	33	33	33	33	33	33	34	34	34	34	34	34	35	35	35	35	35	37	37	39	39	39	39	39	39	39	39	39	40	41	41	41	41	42	42	42	44	44	44	44	44	44
146	79760	1	1	1	2	2	2	2	2	2	2	2	5	7	7	7	7	7	7	7	8	8	8	8	9	10	10	10	10	11	11	12	12	13	14	14	15	15	15	31	31	31	31	33	33	33	33	33	33	34	34	34	34	34	34	35	35	35	35	35	37	37	39	39	39	39	39	40	41	41	41	41	41	42	42	42	44	44	44	44	44	44	44	45	45	45	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46
147	79762	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	7	7	7	7	7	7	7	8	8	8	8	9	9	10	10	10	10	11	11	12	12	12	12	15	15	15	31	31	31	31	31	31	31	31	33	33	33	33	33	33	34	34	34	34	34	34	34	34	34	35	35	35	35	35	35	35	35	37	39	39	39	39	39	40	44	44	44	44	44	44	44	44	44	44	46	46	46	46	46	46	46
148	79763	1	1	1	2	2	2	2	2	2	2	2	2	2	5	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	10	10	10	10	11	11	12	12	12	13	14	14	15	15	15	15	23	23	23	23	23	23	23	24	24	24	29	29	29	29	31	31	31	33	33	33	33	33	33	34	34	34	34	34	34	35	35	35	35	35	37	37	39	39	39	39	39	40	40	41	41	41	41	41	42	42	42	44	44	44	44
149	79764	1	1	1	1	2	2	2	2	2	2	2	2	5	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	9	10	10	10	10	10	10	10	11	11	12	12	12	13	14	14	15	15	15	23	24	29	29	31	31	31	31	33	33	33	33	33	33	34	34	34	34	34	34	35	35	35	35	35	37	37	37	37	39	39	39	39	39	40	41	41	41	41	42	44	44	44	44	44	44	44	45	45	45	46
150	79765	1	1	2	2	2	2	2	2	2	2	2	5	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	9	10	10	10	10	10	11	11	12	12	13	14	14	15	15	15	15	15	15	15	23	23	23	23	23	24	24	24	29	29	29	29	31	31	31	31	31	31	33	33	33	33	33	33	34	34	34	34	35	35	35	37	37	37	39	39	39	39	39	41	41	41	41	42	44	44	44	44	44
151	79766	1	1	2	2	2	2	2	2	2	2	5	5	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	9	10	10	10	10	10	10	10	11	11	12	12	13	14	14	15	15	15	15	23	23	23	23	23	23	24	24	24	29	29	29	29	31	31	33	33	33	33	33	33	34	34	34	34	34	34	34	34	34	35	35	35	35	35	35	35	35	37	37	39	39	39	39	39	39	39	39	39	39	39	39	39	39
152	79768	1	1	1	1	2	2	2	2	2	5	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	9	10	10	10	10	10	10	10	10	10	10	11	11	12	12	12	12	13	14	14	15	15	23	24	24	24	29	29	29	29	31	31	31	33	33	33	33	33	33	34	34	34	34	34	34	35	35	35	35	35	37	39	39	39	39	39	40	40	41	41	41	41	41	41	42	44	44	44	44	44	44	44
153	79769	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	9	9	10	10	10	10	10	10	10	10	10	11	11	11	11	12	12	12	12	13	14	14	15	15	15	15	23	24	24	24	29	29	29	29	31	31	31	31	31	31	31	31	33	33	33	33	33	33	34	34	34	34	34	34	35	35	35	35	35	37	37	39	39	39
154	79772	1	1	2	2	2	2	2	2	2	2	5	5	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	10	10	10	10	10	10	10	10	11	11	12	12	13	14	14	15	15	23	23	23	23	24	24	24	29	29	29	29	31	31	31	31	31	31	33	33	33	33	33	33	34	34	34	34	34	34	35	35	35	35	35	37	37	37	39	39	39	39	39	40	40	41	41	41	41	41	41	41	41
155	79774	1	1	2	2	2	2	2	2	2	2	2	2	7	7	7	7	7	7	7	8	8	8	8	8	8	10	10	10	10	11	11	12	12	13	14	14	15	15	15	23	23	23	23	24	24	24	29	29	29	29	31	31	31	31	33	33	33	33	33	33	34	34	34	34	34	34	35	35	35	35	35	37	37	39	39	39	39	39	40	41	41	41	41	42	42	42	44	44	44	44	44	44	44	44	45	46	46	46	46	46
156	79776	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	7	7	7	7	7	7	8	8	8	8	8	8	8	8	9	9	10	10	10	10	11	12	12	12	12	13	13	13	13	14	14	15	15	23	24	29	29	31	31	31	31	31	31	31	33	33	33	33	33	33	33	33	34	34	34	34	34	34	35	35	35	35	35	37	37	37	37	39	39	39	39	39	39	39	39	40	40
157	79777	1	1	2	2	2	2	2	5	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	9	10	10	10	10	10	10	10	10	10	10	11	11	12	12	12	13	14	14	15	23	23	23	23	23	23	24	24	24	29	29	29	29	31	31	31	31	33	33	33	33	33	33	34	34	34	34	34	34	35	35	35	35	35	37	37	37	37	39	39	39	39	39	40	40	41	41	41	41	41	41	42	44	44	44	44	44
158	79865	1	1	1	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	9	9	9	9	9	10	10	10	10	10	10	11	11	12	12	12	12	12	12	12	12	12	12	21	21	21	21	21	21	21	21	21	21	37	37	37	37	37	39	39	39	39	39	45	46	46	46	46	46	46	46	46	46	46	48	48	48	48	48	48	48	48	48	48	50	50	50	50	50	50	51	51	51	51	51	54	54	54
159	80171	1	1	2	2	2	2	2	2	5	5	5	5	6	6	6	6	6	6	7	7	8	8	8	8	8	8	8	8	8	8	8	9	9	9	10	10	10	11	11	12	12	12	13	14	14	14	14	29	30	30	30	31	31	31	31	31	31	32	33	36	36	36	36	37	37	37	37	44	44	44	44	45	45	45	46	47	47	47	47	47	48	48	48	48	48	48	49	50	50	50	51	54	54	54	54	54	54	54	70	86
160	80173	1	1	6	6	6	6	6	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	9	9	9	10	10	11	11	12	12	12	12	13	14	15	30	30	30	30	30	30	30	33	36	36	37	37	37	37	37	44	44	44	44	44	44	44	44	44	44	44	44	45	45	45	46	47	47	47	47	47	47	48	49	51	51	51	51	51	54	54	54	54	54	54	54
161	80174	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	5	5	5	5	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	9	9	9	12	12	12	12	13	14	14	14	14	15	15	15	26	26	26	26	26	26	26	26	26	29	30	30	30	30	30	30	30	30	31	31	31	31	31	31	31	32	32	33	33	36	36	36	36
162	80175	1	1	2	2	2	2	2	2	2	2	3	3	5	5	5	6	6	6	6	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	9	9	10	11	11	12	12	13	13	13	13	14	14	14	14	14	14	14	14	15	15	15	26	26	26	26	26	26	26	26	29	29	29	29	29	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	31	31	31	31	31	31	33
163	80177	1	1	2	3	3	5	5	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	9	9	9	9	9	9	9	9	9	10	10	10	10	11	12	12	12	12	12	12	12	13	13	13	13	14	14	14	14	14	14	14	29	29	30	30	30	30	30	30	30	30	30	30	30	33	36	37	37	37	37	40	40	44	44	44	44
164	80181	1	1	2	2	2	2	2	2	2	2	3	3	5	5	5	5	6	6	6	6	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	9	10	10	10	10	10	11	11	12	12	12	12	12	12	12	12	13	13	13	13	13	14	14	14	14	14	14	14	15	15	26	26	26	26	26	26	29	30	30	30	30	30	30	30	30	31	31	31	31	31	31	31	31	32	33	33
165	80182	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	5	5	6	6	6	6	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	9	9	9	10	11	12	12	13	13	13	13	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	14	14	15	16	16	16	16	16	16	16	17	17	17	17	17	17	17	18	19	19
166	80807	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	5	5	5	6	6	6	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8
167	81446	1	1	1	1	1	1	1	2	2	2	2	2	2	5	5	5	5	5	6	6	6	6	6	6	7	9	10	10	10	10	10	10	10	11	11	12	12	12	13	13	13	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	15	15	15	15	15	15	15	15	15	16	16	16	16	16	18	19	19	19	19	19	21	21	21	21	21	21	27	30	30	30	32	33	34	34	34	34	35	35	35
168	81457	1	1	1	1	1	5	5	6	6	6	6	6	7	10	10	11	12	12	12	12	13	13	13	13	14	14	14	14	14	14	14	14	14	15	15	15	15	15	15	15	16	17	17	18	19	19	19	19	21	21	21	21	21	21	21	21	21	21	21	21	21	27	30	32	33	34	34	34	34	34	35	35	35	35	35	36	37	37	38	38	38	38	39	39	39	39	42	42	42	42	42	42	42	45	45	45	46	46	46	46
169	81470	1	1	1	1	1	2	2	2	5	5	5	5	5	6	6	7	10	10	11	12	12	12	12	13	13	13	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	17	18	19	20	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
170	81541	1	1	2	2	2	5	5	5	6	6	6	6	7	7	8	8	8	8	8	8	8	8	8	8	9	9	9	10	10	11	12	13	13	13	13	14	14	14	14	14	14	29	30	30	30	30	30	30	30	31	31	31	33	33	36	36	36	36	36	36	36	37	37	37	37	37	37	37	37	44	44	44	44	44	44	45	45	45	45	45	45	45	45	46	47	47	47	47	47	48	48	48	49	50	50	50	51	51	51	54
171	81604	1	1	1	1	1	2	2	2	2	2	6	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	9	9	9	9	9	9	9	9	10	10	10	10	10	10	10	10	10	10	10	11	11	12	12	12	12	12	12	21	21	21	25	25	26	26	30	30	30	30	30	30	30	30	31	31	31	31	32	32	32	32	33	33	33	33	33	33	33	34	34	34	34	34	34	34	35	35	35	35	35	36	37	37	37
172	81648	1	1	2	5	5	6	7	10	10	11	13	13	13	13	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	15	15	15	15	17	18	19	20	21	21	21	21	21	21	21	21	21	21	21	21	21	27	30	30	30	30	32	32	32	32	33	33	33	33	33	33	33	34	34	34	35	35	35	36	37	37	37	37	38	38	38	38	38
173	81773	1	1	2	2	5	5	6	6	6	7	10	12	12	13	13	13	13	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	15	15	15	15	15	15	15	15	15	16	18	19	19	21	21	21	21	21	21	21	21	21	21	21	21	21	30	30	30	30	32	32	32	32	32	32	32	32	32	32	33	33	33	33	33	33	33	33	33	33	33	33	33	37	37	38	38	42	42	42	42
174	83169	1	1	3	3	3	3	3	3	3	3	5	5	5	5	5	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	8	8	8	9	9	9	9	10	10	10	10	10	10	10	11	11	11	11	11	12	12	12	12	12	15	20	21	21	21	21	22	27	29	29	29	29	30	36	36	36	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	38	39	39	39	39	39	39	39	39	39	45	46
175	83176	1	1	1	1	1	3	3	3	6	6	6	6	6	6	6	7	7	7	7	9	9	9	9	9	9	10	10	10	10	10	10	10	11	11	11	23	23	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	32	32	32	37	37	37	37	37	37	37	37	37	37	37	37	37	37	38	38	38	38	44	44	44	45	45	45	45	45	45	45	47	47	47	47	47	47	47	47	47	52	52	52	52	52	52	52	52
176	84981	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	5	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	10	10	10	10	11	11	12	12	12	12	13	14	14	15	15	23	24	24	24	29	29	29	29	31	31	31	31	31	33	33	33	33	33	33	34	34	34	34	34	34	35	35	35	35	35	37	39	39	39	39	39	39	39	40	40	41	41	41	41	41	42	44	44	44	44	44
177	85685	1	1	1	2	5	5	5	5	6	6	6	9	10	12	12	12	12	14	14	14	14	14	14	14	14	14	14	14	15	15	15	15	15	30	30	30	38	38	38	38	38	38	38	38	38	42	42	42	42	42	42	42	42	42	42	42	42	42	44	44	44	44	44	44	44	47	47	47	47	48	48	54	54	54	54	54	54	54	54	60	61	62	66	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67
178	85686	1	1	1	1	1	1	1	1	5	5	6	6	6	7	10	10	10	10	10	10	10	10	11	11	12	14	14	14	14	15	15	15	15	15	30	30	30	38	38	38	38	38	42	42	42	42	42	44	44	44	44	44	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	48	48	48	48	48	54	54	54	54	54	54	67	67	67	67	67	67	67	67	67	67	69	69	69	69	69	71	71	71	71
179	85687	1	1	1	1	1	1	1	1	2	5	5	5	5	6	6	6	6	6	10	10	10	10	10	11	11	12	12	13	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	15	15	15	15	15	15	15	15	15	15	15	15	15	15	38	38	38	42	42	42	44	44	44	47	48	48	48	48	48	54	54	54	54	54	54	54	54	54	60	60	60	61	61	61	62	62
180	85691	1	1	1	1	1	1	1	1	1	1	5	5	5	5	5	5	6	6	6	6	7	10	10	10	10	10	10	10	10	10	10	11	11	12	12	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	15	15	15	15	15	15	15	15	15	15	15	30	30	30	38	38	38	38	38	38	38	38	38	42	42	42	42	42	44	44
181	85693	1	1	1	5	5	6	6	6	10	11	12	13	13	13	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	14	14	14	15	15	15	15	15	30	30	30	30	30	30	38	38	38	38	38	38	38	42	42	42	47	47	47	47	47	47	47	48	48	48	54	54	54	54	54	54	54	54	60	61	62	66	67	67	67	67	67	69	71	103	103	103	103	103	103	103	103	103	103	103	103	110	110	110	110	110
182	85694	1	1	1	1	1	1	1	1	2	5	5	5	5	5	5	5	6	6	6	6	6	6	9	10	10	10	10	10	11	11	11	12	13	13	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15
183	85696	1	1	1	1	1	1	2	5	5	5	5	5	5	6	12	12	12	12	14	14	14	15	15	15	15	15	15	15	15	15	30	30	30	38	42	44	44	47	47	47	47	47	47	47	48	48	48	48	48	54	54	54	54	54	54	54	54	60	60	60	61	61	61	62	62	62	66	66	66	67	69	71	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	110	110	110	110	110	110	110	110	110	110	110	110
184	85698	1	1	2	2	5	5	6	6	6	7	7	10	10	10	11	12	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	15	15	15	15	15	15	15	30	30	30	38	38	38	38	38	42	42	42	42	42	42	42	42	42	42	42	42	44	44	44	44	44	44	44	44	47	47	47	47	47	47	47	47	47	47	47	48	48	48	48	54
185	85699	1	1	1	1	1	2	2	5	5	5	5	6	6	6	6	6	6	6	6	10	10	10	10	10	10	11	11	12	12	13	13	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	30	30	30	38	42	42	42	42	44	44	44	47	47	47	47	47	48	48	48	54	54	54	54	54	54	54	54	54	54	60
186	85701	1	1	1	1	5	5	5	5	5	6	6	6	6	9	10	10	10	11	12	12	12	13	13	13	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	15	15	15	15	15	15	15	15	15	15	15	15	15	15	30	30	30	38	42	44	44	44	44	44	47	47	47	47	47	48	48	48	54	54	54	54	54	54	54	60	60	61	61	62	62	66	66	67	69	71	92	92	92	92	92
187	85714	1	1	2	5	5	6	7	7	7	7	10	10	12	13	13	14	14	14	14	14	14	14	14	14	14	14	14	14	15	15	15	15	15	15	15	15	15	30	30	30	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	42	42	42	42	42	44	44	44	44	47	47	47	47	47	47	48	48	48	54	54	54	54	54	54	54	54	60	61	62	66	67	67	67	67	67	67	67	69	69	69	69	69	71
188	85715	1	1	5	5	5	5	6	10	10	12	13	13	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	15	15	15	30	30	30	38	38	38	38	38	42	42	42	42	42	42	47	47	47	47	47	47	47	47	47	47	48	48	48	48	48	54	54	54	54	54	54	54	60	60	60	61	61	61	62	62	62	66	66	66	67	67	67	67	67	69	69	69	69	69	69	69	69	69	69	69
189	85716	1	1	1	1	1	1	2	2	2	5	5	5	5	6	6	6	6	6	6	10	10	10	10	10	11	11	12	12	12	12	12	13	13	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	15	15	15	15	15	15	15	15	30	30	30	38	38	38	38	38	38	42	42	42	42	42	44	44	44	44	47	47	47	47	47	47	47	47	47
190	85717	1	1	1	1	1	2	5	5	5	5	6	6	6	6	6	6	6	7	9	10	10	10	10	10	11	11	11	11	12	12	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	15	15	15	15	15	15	15	30	30	30	38	38	38	38	38	38	38	42	42	42	42	42	44	44	47	47	47	47	47	48	48	48	48	48	48	48	48	48	48	48	48	48
