	student_id	a0	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	a22	a23	a24	a25	a26	a27	a28	a29	a30	a31	a32	a33	a34	a35	a36	a37	a38	a39	a40	a41	a42	a43	a44	a45	a46	a47	a48	a49	a50	a51	a52	a53	a54	a55	a56	a57	a58	a59	a60	a61	a62	a63	a64	a65	a66	a67	a68	a69	a70	a71	a72	a73	a74	a75	a76	a77	a78	a79	a80	a81	a82	a83	a84	a85	a86	a87	a88	a89	a90	a91	a92	a93	a94	a95	a96	a97	a98	a99
133	79737	33178	33131	33153	33184	53407	53480	53421	37063	36820	31425	31409	53294	53344	53333	36573	36579	31771	31841	36488	36503	36480	31657	31647	36484	36510	31795	36779	36773	36769	36785	31325	31308	31306	31319	51866	51785	36488	36503	36480	36484	36510	33131	33153	36573	36579	33178	33184	53707	53678	53740	42032	42028	41693	41696	41573	41062	41062	40843	53480	37063	36820	55655	55624	55641	55653	55643	55634	55642	55646	55649	39189	39699	43771	43636	43772	43688	43741	43771	43636	43772	43688	43741	31771	31841	31795	44433	44453	44441	44426	44462	44454	44471	31657	31647	47630	47615	47591	47607	47594	47571
134	79738	33195	33143	33147	33168	33125	52649	53499	53409	53485	37068	31375	31426	36571	36472	31771	31761	31837	31893	36474	31664	31673	37050	37036	31657	36761	36765	36777	36772	36785	36768	31306	31322	31335	51842	36472	36474	33143	33147	33125	36571	52677	33195	33168	53667	42046	42030	41696	41678	37050	37036	41594	41606	41620	41574	41597	41625	41081	41079	41065	41081	41079	41065	40901	53499	53485	37068	55652	55645	55627	55660	55629	39127	39765	43646	43624	43640	43728	43587	43703	43646	43624	43640	43728	43587	43703	31771	31761	31837	31893	34305	44425	44442	44478	44426	44454	44480	44475	44461	44464	44452
135	79739	33113	33188	33124	33184	33156	52675	53423	53438	53406	37072	36846	31405	31401	53323	36578	36575	36566	36581	31802	31674	37050	36463	36471	36763	36771	36781	36760	36786	31310	31333	51740	51863	36463	36471	52234	33113	33124	33156	36578	36575	36566	36581	52706	52779	33188	33184	53660	42035	42036	41674	41696	41671	41677	41686	37050	41634	41076	41070	41057	41084	41076	40795	41070	41057	41084	37072	36846	55661	55660	55657	55631	55634	39141	39151	39375	39723	43625	43766	43759	43744	43573	43757	43625	43766	43759	43744	43573	43757	31802	34307	44444	44437	44427	44449	44430	31674	47610	47606	47602	47547
136	79740	33150	33126	33151	52660	53416	36849	37066	37055	37062	31382	31417	31419	31371	36826	31425	31370	53293	36579	36486	36478	37032	37051	36771	36770	36766	36760	36772	31314	31330	51746	51914	51786	51814	36486	36478	33150	33126	33151	36579	53720	42020	42023	42042	41695	41674	37032	37051	41569	40910	36849	37066	37055	37062	36826	55634	55658	55633	55649	55635	55631	39336	39676	43728	43706	43731	43633	43676	43702	43650	43728	43706	43731	43633	43676	43702	43650	46565	34293	44474	44425	44449	44436	44434	47601	47619	47607	47565	47549	47548	48273	54543	52660	54542	31314	31330	53416	31382	31417	31419	31371
137	79741	33117	33120	33169	33127	53414	36845	36849	31420	36824	53315	36571	36564	31673	31674	36481	36511	36456	36490	31887	31868	31770	31307	31333	31309	31326	36780	36760	51741	51912	36481	36511	36456	36490	33117	33120	33127	36571	36564	33169	53655	42046	42043	41697	41682	41593	41061	41069	41075	41061	41069	41075	40798	36845	36849	36824	55635	55646	55631	55648	55639	39149	39791	43634	43582	43605	43700	43644	43634	43582	43605	43700	43644	31887	31868	31770	46562	34288	44426	44452	44471	44423	44464	31673	31674	47595	47596	47540	47565	47564	48168	48228	48182	54570	54578	31307	31333	31309	31326	53414	31420
138	79742	33145	33153	33190	33173	52667	53482	53468	53434	53446	36848	37056	31381	36824	31407	36823	53326	53345	36571	36590	31755	31756	31913	31910	36460	36472	31653	31657	31814	36777	36784	36779	36761	31330	31308	52237	51807	51873	51910	51877	52242	36460	36472	33145	33153	36571	36590	33190	33173	53715	42031	42045	41673	41692	41618	41073	41065	41055	41073	41065	40855	41055	53482	53468	36848	37056	36824	36823	55639	55624	55637	55631	55650	39125	39766	43641	43702	43733	43694	43673	43641	43702	43733	43694	43673	31755	31756	31913	31910	31814	46986	44474	44434	44468	44466	44423	44447	31653	31657	47626	47592
139	79744	33112	33149	33144	52663	52648	53441	36831	36829	31396	36849	53303	36584	36582	31842	36479	36490	36454	36500	36453	31657	37029	36457	36486	36784	36769	36767	36775	31311	31326	52231	51888	51892	36479	36490	36454	36500	36453	33112	33149	33144	36457	36486	36584	36582	52708	53694	42048	42021	41680	41686	37029	41622	41068	41065	41068	41065	40907	36831	36829	36849	55653	55642	55632	55622	55657	39383	39675	43723	43687	43679	43774	43747	43723	43687	43679	43774	43747	31842	46987	44455	44427	44475	44467	44454	44452	44479	31657	47629	47627	47605	47593	47540	47554	48174	48249	48197	54579	52663	54543	52648
140	79745	33178	33142	53450	53418	53458	36846	36823	36821	36841	53311	53336	36588	36575	36512	36488	31674	37049	31654	36764	36779	36768	36787	31318	31313	51742	52238	36512	36488	33142	36588	36575	33178	53714	42025	42026	41687	41681	37049	41640	40879	40874	40863	53450	53458	36846	36823	36821	36841	55625	55660	55645	55635	55643	39288	39647	43643	43609	43674	43684	43727	43643	43609	43674	43684	43727	46564	46998	46561	34302	44474	44432	44425	44444	44455	44478	44437	31674	31654	47590	47625	47626	47542	47536	47559	48234	48243	48283	54567	54577	31318	31313	53418	31726	47024	50682	50739	50722	50709	44474	44432
141	79746	33152	33122	33155	52642	52645	53413	53431	53434	36849	37058	36824	36845	53293	53311	36586	36575	31831	36510	36485	36490	36502	31669	37053	36777	36761	36789	36770	31308	31324	31323	31311	51739	52189	51735	52228	51772	51777	36510	36485	36490	36502	33152	33122	33155	36586	36575	42031	42022	41689	41678	37053	36849	37058	36824	36845	55632	55647	55631	55649	55658	39384	39770	43573	43726	43767	43762	43719	43573	43726	43767	43762	43719	31831	47003	34294	34297	34323	44436	44443	44453	44440	44454	44461	44431	31669	47566	47555	47612	47623	48181	52642	52645	31308	31324	31323	31311	53413	53431	53434	34325
142	79748	33124	33132	52658	53497	37058	37078	37082	37083	36824	36841	36828	31371	31427	31385	53289	31661	36592	36567	31770	31901	31918	36454	36464	36459	36499	31658	36774	36766	36786	36776	31325	31329	51886	36454	36464	36459	36499	33124	33132	36592	36567	52699	53679	42038	42029	41680	41690	41599	41080	41080	40799	53497	37058	37078	37082	37083	36824	36841	36828	55633	55646	55647	55634	55652	39386	39766	43753	43660	43580	43726	43639	43753	43660	43580	43726	43639	31770	31901	31918	44437	44468	44473	44446	44480	31661	31658	47607	47620	47545	47541	47563	48190	54578	52658	31325	31329	31371	31427	31385	46952
143	79749	33126	33140	52663	52646	53402	36828	37081	31394	31427	53286	36566	36591	31794	31785	31813	36467	36459	36501	36489	36508	31673	37025	36485	36761	36787	36778	36763	31333	31327	31330	31318	36467	36459	36501	36489	36508	36485	33126	33140	36566	36591	52777	52698	53678	42047	42033	41693	41697	37025	41598	41597	41571	41633	41581	41569	41077	41081	41070	41077	41081	41070	40919	36828	37081	39274	55629	55634	55635	55642	55651	39718	43573	43739	43632	43741	43731	43573	43739	43632	43741	43731	31794	31785	31813	34314	44423	44447	44474	44448	44430	44457	44472	44477	31673	47616	47625	47553	47560	48276	52663
144	79750	33124	33150	33145	33127	53442	36843	37083	31413	31390	53319	36587	36577	31863	31911	31796	36473	36502	37046	31658	36771	36760	36779	36761	31319	31315	51902	36473	36502	33124	33150	33145	33127	36587	36577	52693	53667	53705	53678	53675	42038	42021	41698	41683	37046	41618	41084	41084	40928	36843	37083	55655	55626	55629	55650	55628	39131	39784	43689	43709	43610	43766	43650	43689	43709	43610	43766	43650	31863	31911	31796	47001	44442	44436	44463	44479	44431	44467	44424	44439	31658	47622	47616	47560	47564	47562	48294	31319	31315	53442	31413	31390	31736	47027	46949	47008	34339	50744	50766	50717	50769
145	79752	33151	33112	53433	37071	36825	36823	36842	31421	31403	53345	53325	53340	36590	36565	31878	36506	36453	31660	37029	36777	36776	36786	36781	31319	31309	51852	52184	36506	36453	33151	33112	36590	36565	53727	42020	42024	41677	41686	41693	41698	41670	37029	41692	41699	41640	41581	41632	41070	41069	41083	41070	41069	41083	40903	37071	36825	36823	36842	55626	55644	55656	55634	55624	39266	39728	43568	43745	43656	43702	43741	43568	43745	43656	43702	43741	31878	34310	44434	44441	44443	44462	44475	44453	44469	44442	44478	31660	47625	47634	47551	47567	48277	48298	48281	54574	31319	31309	53433	31421	31403
146	79760	33181	33132	33147	53467	37063	37078	31389	36829	31420	31387	31427	53310	36575	36588	36495	36488	37032	31672	31910	36787	36778	31333	31331	52213	36495	36488	33132	33147	36575	36588	52676	33181	53726	42038	42045	41692	41694	37032	53467	37063	37078	36829	55627	55622	55640	55652	55645	39377	39747	43757	43579	43723	43642	43613	43757	43579	43723	43642	43613	31910	34305	44471	44441	44468	44422	44473	31672	47586	47608	47540	47564	47538	48295	48183	48197	54541	31333	31331	31389	31420	31387	31427	31741	31730	46960	50693	50686	50678	50742	44471	44441	44468	44422	44473	44536	44490	44488	44516	44537	43757
147	79762	33192	33190	33172	52657	52672	52675	53459	53420	53416	53454	37076	36820	37079	37081	37062	36833	31403	31387	31401	36582	36565	31750	36473	36469	31661	37030	36765	36781	31311	31316	51850	52218	51865	51774	36473	36469	36582	36565	52778	33192	33190	33172	41700	41680	37030	53459	53454	37076	36820	37079	37081	37062	36833	55629	55625	55651	55649	55626	39198	39738	43723	43748	43573	43637	43768	43680	43705	43697	43723	43748	43573	43637	43768	43680	43705	43697	31750	44435	44457	44454	44450	44453	31661	52657	52672	52675	31311	31316	53420	53416	31403	31387	31401	50781	50784	50721	50691	44435	44457	44454
148	79763	33177	33182	33155	52667	53409	36829	36822	31376	36838	31379	31413	31390	31377	53321	36579	36584	31746	36489	36513	31647	31657	36770	36774	36776	36782	31318	31314	31313	31309	52195	36489	36513	33155	36579	36584	52788	33177	33182	53665	42041	42042	41692	41685	41682	41697	41627	41598	41596	41609	41641	41565	41611	41061	41059	41078	40805	41061	41059	41078	36829	36822	36838	55660	55640	55629	55645	55650	39306	39664	43706	43780	43774	43733	43607	43706	43780	43774	43733	43607	31746	34310	44438	44430	44427	44442	44466	31647	31657	47602	47594	47541	47566	47540	48277	48189	48297	54560	52667	54570	31318
149	79764	33139	33174	33152	33185	52637	53434	53405	53489	37066	36845	36832	31386	53295	36580	36593	31887	31880	31907	31835	36487	36469	31667	37025	36772	36767	36768	36783	36774	31311	31320	51754	51919	51800	52198	36487	36469	33139	33152	36580	36593	52695	33174	33185	53704	42019	42022	41689	41699	37025	41616	41069	41069	40937	53489	37066	36845	36832	55624	55633	55649	55639	55657	39352	39772	43740	43766	43705	43742	43614	43740	43766	43705	43742	43614	31887	31880	31907	31835	44481	44456	44433	44455	44467	31667	47607	47609	47565	47553	48299	52637	54550	31311	31320	53434	53405	31386	31717	47008	34322	50687
150	79765	33182	33176	53458	53443	53461	36836	37059	37082	37075	31398	31420	53323	36567	36578	31796	31766	36513	36487	36463	36485	37036	37049	37048	37025	37051	36777	36765	36774	36780	31317	31328	51844	52196	36513	36487	36463	36485	36567	36578	33182	33176	53699	42040	42037	41683	41690	37036	37049	37048	37025	37051	41558	41578	41565	41585	41600	41067	41081	41069	41067	41081	41069	40820	53458	53461	36836	37059	37082	37075	55626	55659	55633	55631	55654	39274	39760	43605	43622	43778	43605	43622	43778	31796	31766	46569	44445	44463	44432	44447	44431	47599	47591	47543	47564	48242	54550	54558	31317	31328	53443
151	79766	33172	33152	52641	53424	37055	37078	31421	31386	31390	31415	53305	53289	36580	36582	31897	36467	36470	36488	36506	36494	37044	37032	36469	36785	36775	31334	31325	51745	36467	36470	36488	36506	36494	36469	33152	36580	36582	52782	33172	53729	42020	42046	41675	41685	37044	37032	41590	41581	41578	41583	41559	41641	41079	41077	41073	41079	41077	41073	40889	37055	37078	39364	55651	55657	55638	55641	55648	39650	43608	43660	43639	43645	43633	43643	43652	43573	43608	43660	43639	43645	43633	43643	43652	43573	31897	34311	44478	44469	44461	44428	44440	44433	44447	44452	44441	44458	44436	44467	44450	44422
152	79768	33180	33140	33118	33189	53475	36836	37079	31370	31416	53312	36592	36571	36480	36497	36462	36457	36465	31656	31666	36463	36766	36768	36788	36774	31306	31314	31318	31321	51841	51890	51812	36480	36497	36462	36457	36465	36463	33140	33118	36592	36571	52786	52782	33180	33189	53741	42028	42036	41671	41684	41577	41082	41056	41055	41082	41056	41055	40853	53475	36836	37079	55645	55656	55634	55651	55658	39290	39708	43730	43637	43569	43768	43693	43730	43637	43569	43768	43693	47004	44442	44473	44422	44477	44466	31656	31666	47609	47593	47606	47619	47546	47568	48283	54543	31306	31314	31318	31321	31370	31416
153	79769	33148	33155	33177	33186	33160	33152	52650	52674	53489	53414	53426	53495	36829	37082	36822	31409	31394	36824	36849	53488	53314	37043	37036	36460	36467	31776	36576	36584	36566	36564	31327	31332	31333	31321	36789	36782	52184	51746	36460	36467	52200	51822	51801	33148	33155	33160	33152	36576	36584	36566	36564	52696	52761	33177	33186	53695	42046	42026	37043	37036	41695	41671	41602	41064	41083	41068	41064	41083	41068	40883	53489	53495	36829	37082	36822	36824	36849	53488	39359	55652	55627	55624	55644	55659	43564	43682	43652	43625	43606	39671	43564	43682	43652	43625	43606	31776	34293	44434	44460	44462
154	79772	33150	33151	53498	53470	53452	53468	36846	37062	31403	31392	53325	53342	36581	36580	31830	31896	31899	36455	36487	36469	36456	36486	31670	31669	36472	36767	36766	36768	36762	31328	31333	36455	36487	36469	36456	36486	36472	33150	33151	36581	36580	52765	52692	53658	42032	42027	41677	41698	41640	41561	41629	41612	41065	41084	41069	41065	41084	41069	40836	53498	53470	53452	53468	36846	37062	55643	55640	55627	55653	55635	39187	39783	43614	43768	43605	43753	43657	43614	43768	43605	43753	43657	31830	31896	31899	44441	44474	44449	44478	44458	31670	31669	47622	47606	47616	47598	47596	47567	47569	47540
155	79774	33185	33117	52652	52655	53480	36820	36823	36822	31403	31408	31385	31372	36582	36565	31760	36496	36460	31670	37038	36760	36776	36788	36778	31307	31316	51828	36496	36460	33117	36582	36565	52774	33185	53701	42045	42040	41699	41681	37038	41633	41606	41582	41561	41059	41084	41061	41059	41084	41061	40848	53480	36820	36823	36822	55643	55657	55652	55651	55633	39351	39768	43704	43580	43644	43618	43778	43704	43580	43644	43618	43778	31760	46567	44429	44448	44464	44441	44447	31670	47596	47612	47556	47537	48193	48188	48197	52652	52655	31307	31316	31403	31408	31385	31372	34334	50697	50704	50739	50716	44429
156	79776	33194	33170	52641	52657	53486	53444	53439	53422	53442	36845	37084	31417	31413	31388	31419	31408	31404	36839	31418	36841	53455	36831	53288	36564	31896	36473	36464	31673	31665	36768	36779	36782	36765	31322	31334	31320	31312	51850	51858	52231	52198	36473	36464	36564	52758	52782	33194	33170	53725	53677	53700	53670	42031	42045	41671	41686	41602	41064	41064	40813	53486	36845	37084	36839	36841	53455	36831	55660	55626	55633	55625	55629	39401	39163	39304	39773	43570	43644	43713	43629	43701	43570	43644	43713	43629	43701	31896	46566	46570	34312	44430	44422	44466	44468	44476	44434	44451	44442	31673	31665
157	79777	33157	33141	36824	31418	53456	36820	36846	53296	36471	36508	36507	36469	36500	36588	36579	31755	31653	31649	36513	36765	36760	31331	31310	51750	36471	36508	36507	36469	36500	51789	51780	36513	33157	33141	36588	36579	52793	52688	52682	53656	42041	42030	41686	41606	41586	41601	41621	41639	41598	41067	41082	41065	40869	41067	41082	41065	36824	53456	36820	36846	55633	55643	55654	55622	55637	39118	39785	43586	43733	43729	43756	43753	43586	43733	43729	43756	43753	31755	34311	34329	34288	44423	44475	44472	44454	44457	31653	31649	47629	47561	47559	47553	47565	47589	48245	54548	54574	54556	54547	31331
158	79865	33133	33137	33146	36903	36902	53585	32051	32040	32020	32043	32045	36466	36498	36570	36564	36528	36517	36519	36541	36538	36516	36514	32051	32040	32020	32043	32045	33133	33137	33146	52212	36466	36498	36570	36564	36528	36517	36519	36541	36538	36903	36902	53585	36516	36514	44053	44125	44055	44052	44122	44056	44673	44676	44363	44386	46993	34328	34288	34330	34292	44452	44465	44453	44454	44481	34324	44500	44498	44485	44539	44516	44452	44465	44453	44454	44481	48710	48685	48640	48646	48702	48639	47982	48404	48399	48407	48579	38301	38318	38319	38338	38315	69184	47103	47125	47087	47116	46993	46525	46969
159	80171	33128	33140	36845	36840	36827	37074	36842	36835	31960	36439	36437	31979	36963	36873	36913	36915	36872	36889	31598	31590	31315	31328	31330	31329	36760	36768	36787	36774	36817	36785	36780	36963	36873	36872	51829	33128	33140	36913	36915	52694	52698	36889	42005	42028	42024	42041	42005	40855	38065	38043	46599	36845	36840	36827	37074	36842	36835	38215	38274	37719	37710	37739	37726	34296	34299	34323	47001	31315	31328	31330	31329	34338	34326	46543	44495	57824	57822	57821	57827	37669	40730	36845	36840	36827	36842	36835	47679	38336	38326	38390	47079	34296	34299	34338	34326	34323	47001	46543	34792	32918
160	80173	33107	33180	36959	36850	36939	36908	36914	31595	31586	31585	31587	37045	31603	31596	36786	36797	36813	36815	36806	31308	31330	31311	31312	31307	36760	36773	36781	36767	31331	31333	31322	31318	31319	31309	31327	36959	36850	52190	33107	51775	36939	36914	33180	36908	52699	52710	41991	41991	37045	46515	38064	38047	38051	38048	38061	38058	37881	37727	37737	34298	34299	34301	34323	34305	31308	31330	31311	31312	31307	31331	31333	31322	31318	31319	31309	31327	34338	34324	34325	44536	57808	57805	57840	57841	57838	37582	40736	47681	47063	47060	47069	47046	47103	34298	34299	34338	34324	34301	34323	34305
161	80174	33186	33179	37065	52665	52649	52645	36834	37074	31376	31402	31374	31399	37067	36835	37069	37068	33073	33093	33099	33070	33047	33049	31957	36436	31961	36448	36908	36960	36905	36866	31593	31603	31604	31597	31613	31607	31598	31661	31648	31674	37050	31589	31592	31606	31612	36813	36778	36785	36788	31329	31307	31323	36960	36866	52191	33186	33179	36908	36905	42014	42025	42048	42037	42014	37050	41981	41980	42649	42654	42658	42666	50618	42636	42522	42530	42616	40825	46577	46647	46599	46679	46646	38042	38044	38055	37065	36834	37074	37067	36835	37069	37068	38255	38253	38289	38288	37702	37710	37711	37725
162	80175	33130	33168	36821	36841	36842	36840	31420	31381	36828	36830	33027	33073	36435	31967	31971	36929	36860	36936	36872	31603	31605	37039	37035	36819	36802	36772	36789	36771	36770	36762	31333	31329	36784	36776	36777	36860	36872	33130	36929	36936	33168	52684	42017	41999	42004	42012	42033	42045	42019	42042	42017	41999	42004	42012	41981	37039	37035	42667	42673	42662	42651	50568	50574	50647	50619	40935	40829	40808	40817	40696	38041	46679	46572	46646	46598	38066	38043	38048	38045	38049	38065	46677	46643	46639	46554	46631	38053	38052	38067	38061	38053	46642	46536	36821	36841	36842	36840	36828	36830	37878
163	80177	33188	33148	52646	33058	33101	31984	36425	36445	36907	36946	36971	36947	36905	36855	36884	36900	36945	36850	36851	36945	36938	36971	31600	31608	31660	31671	36804	36785	36781	36762	36773	31324	31330	31311	31328	36776	36789	36803	36812	36777	36818	36815	36808	36946	36971	36947	36855	36945	36850	36851	36945	36971	33148	52206	51807	51770	36938	36907	36905	33188	36884	36900	52679	52687	42005	42012	42001	42015	42027	42048	42025	42005	42012	42001	42015	40908	40679	38045	38050	38041	38049	38056	38070	38042	38061	46520	38052	38057	37898	37717	34298	34291	34329	34317	31660	31671	31324	31330	31311	31328
164	80181	33182	33132	36832	37081	37058	37055	37062	36829	37069	37082	33057	33092	31967	31977	31976	31983	36896	36898	36926	36937	31605	31597	31596	31592	31588	31609	37042	31649	36809	36781	36792	36811	36793	36784	36776	31309	31330	31321	31324	31318	31327	31331	31325	31320	51740	33132	51765	51775	51805	52198	36926	36937	33182	36896	36898	52695	52715	52702	52710	52705	42005	41993	42011	42010	41991	42027	42033	42005	41993	42011	42010	41991	37042	41984	50649	50668	50626	50612	50613	42569	40844	46578	38050	38070	38042	38060	38052	38068	38066	36832	37081	37058	37055	37062	36829	37069	37082	38222	37899	38289
165	80182	33185	33191	36842	37061	37070	36838	36829	37071	37083	31386	31370	31397	36820	52668	31419	31409	31390	31404	36846	36824	37083	52648	52660	52654	37068	33059	33069	36423	31985	36965	36853	36958	36927	31611	31609	31662	36789	36806	36760	36784	36792	31320	31326	31321	31306	36778	36775	36782	36768	36819	36797	36814	36771	36965	36853	36958	51774	36927	33185	33191	41994	42002	41989	42012	41992	41990	42009	42007	42014	41994	42002	41989	42012	42048	42029	42045	42047	41992	41990	42009	42007	42014	41984	40376	40355	40305	42133	40326	40365	40303	40376	40355	40305	42133	40326	40365	40303	41108	41020	50193
166	80807	33147	33115	33126	33129	31408	31422	36833	36829	37082	36843	36847	36822	36837	52649	52671	52659	52644	53480	53421	53459	53445	53420	36835	37076	31425	31421	31385	31400	33037	33088	33071	36594	36127	35784	35794	35904	35957	36088	39814	35877	35814	36001	36033	31979	36428	36436	36878	36894	36855	36862	36863	36882	36959	36851	36962	36891	31599	31590	31659	31650	31662	31672	32867	32046	32026	32860	32853	32070	32077	32074	32076	32088	32091	32845	32844	32816	37046	31611	31601	31588	31597	37029	37047	37026	31666	37045	32049	32048	36479	36512	36534	36523	36580	36588	36777	31322	36807	36788	36787	36783
167	81446	33150	33121	33115	33188	33144	33180	33137	52659	52638	52636	52674	52654	52648	31961	36451	31959	31971	31981	53607	53524	53591	53622	53581	53512	63206	53622	53524	33150	33121	33115	33144	33137	53512	53607	53591	53581	33188	33180	59602	74795	74790	59602	59596	59588	59607	74320	74323	74870	74878	74879	74906	74913	74708	74703	74702	74709	74288	74859	74895	74893	74864	59544	59531	63206	63191	62561	62585	62626	62607	62590	50241	50310	50233	50321	50322	41099	50070	40985	40970	41053	41050	44124	44054	44676	44213	44387	44332	44378	46690	46648	46650	39230	39230	43581	43659	43731	43773	43581	43659	43731
168	81457	73231	73223	73212	73209	73235	73143	73135	73194	73172	73167	73175	73180	59503	73172	73167	73194	73175	73180	73212	73209	59634	59599	59628	74923	59634	59599	59593	59628	74923	74968	74967	74763	74762	59531	59503	62626	62598	62587	62630	62560	50250	50286	50306	41093	50181	41051	41001	41043	44056	44128	44129	44054	44125	44215	44681	44391	44381	44385	44374	44332	44700	44378	46516	39053	39053	43654	43591	43633	43630	43713	43654	43591	43633	43630	43713	37734	34316	34309	48419	48459	48421	48506	44465	44479	44476	44446	48284	48188	48286	48235	48197	48235	48294	34326	34327	34344	50761	43654	43591	43633
169	81470	33182	33171	33176	33130	33110	52651	52659	52653	36448	31960	31962	31973	31961	53596	53576	63202	33130	33110	53596	33182	33171	33176	53576	74796	74790	74793	59608	59611	74316	74882	74891	74890	74881	74897	74892	74896	74703	74708	74887	74895	74880	74894	74879	74860	74893	74913	74709	74297	74291	74882	74881	74860	74867	74896	74907	74908	74875	74870	74864	74897	59543	63194	63177	63170	63192	63198	63202	63162	63178	62579	62608	62605	62585	62619	62557	62609	62564	62566	62634	62629	62587	50303	41114	41043	50111	44128	44052	44125	44054	44122	44127	44057	44676	44218	44242	44212	44691	44687	44277	44055
170	81541	33116	33139	37068	36841	36828	31967	36438	36430	36890	36936	36859	36867	31587	31600	36788	36800	31321	31318	31327	31322	31319	36775	36773	31325	36859	36867	52188	33116	33139	36936	36890	41992	42010	42003	41993	41992	42043	42034	42010	42003	41993	40894	38041	38070	46622	38047	38069	38063	38052	37068	36841	36828	37881	37900	37697	37744	37717	37694	37713	37692	37699	34297	34301	34330	47002	46987	46569	34293	34300	31321	31318	31327	31322	31319	31325	34345	34319	34336	46955	47014	34344	34339	34338	44488	57829	57836	57812	37644	37068	40750	36841	36828	47646	38302	38363	38303	47119	47062	47126	34297
171	81604	33125	33174	33163	33119	33142	53463	53493	53404	53467	53487	36872	36950	36885	36888	36942	53525	36965	36946	36508	32053	32020	36569	36588	36527	36515	36511	36456	32053	32020	52191	36872	36950	36942	36965	36946	33125	33163	33119	36508	36511	36456	51769	51764	52196	53525	33142	36569	36588	33174	36527	36515	52693	36885	36888	44122	44128	44057	42740	50486	42535	42670	46653	46597	46628	47362	47379	47444	47425	38050	53463	53493	53467	53487	47201	39057	33752	39483	39057	55628	55640	55649	55657	55631	39379	34072	39681	43756	43637	43714	43633	43740	43756	43637	43714	43633	43740	49795	32138	32129	32135
172	81648	33123	33161	52658	36451	31963	53616	63203	33123	33161	53616	59597	59630	59601	59600	59634	59603	74790	74793	74794	59597	59630	59607	59608	59601	59612	59588	59600	59634	59592	59595	59603	59594	59596	59593	74328	74324	74322	74875	74913	74895	74894	74897	74880	74891	74890	74703	74708	59546	59510	63203	63178	50285	41114	40967	50100	44054	44056	44683	44249	44676	44672	44220	44364	44363	44385	44377	44276	44273	44375	46554	46598	46630	46579	38606	56399	56403	56265	38606	55652	55658	55631	56399	56403	56265	43573	43679	43581	43573	43679	43581	37749	34309	34297	34311	34290	48475	48469	48442	77944	77960
173	81773	73224	73227	78338	78324	73145	73154	73176	73177	73171	59502	73171	73176	73177	59631	59634	59627	74915	74922	74832	74835	74836	74837	59631	59634	59627	74292	74295	74964	74963	74961	74763	74762	74915	74962	74968	74922	74967	74773	74764	59502	59515	59553	59546	62602	62574	62615	62631	62628	50226	41091	50088	41027	44131	44060	44679	44680	44371	44373	44386	44696	44702	44279	44699	44305	44700	46656	78427	78498	78434	56281	56262	56470	56460	56383	56248	56253	56258	56221	56388	55640	55658	55626	56281	56262	56470	56460	56383	56248	56253	56258	56221	56388	34316	34307	48515	48468	48286	48178	48170	48293
174	83169	33146	33192	53146	53170	53154	53142	33098	33058	33048	33097	53312	53335	53318	31969	31981	36880	36970	36927	36919	36885	53616	36586	36581	36479	36468	36486	36485	36504	32039	32053	36529	36523	53204	36791	36770	36970	32039	32053	52222	36479	36468	36486	36485	36504	33146	51769	36927	36919	36586	36581	53616	36880	36885	33192	36529	36523	41690	50107	44368	44386	44367	43812	42360	44378	40819	40689	41381	41122	47376	49797	49798	49726	32118	32125	32145	32141	32138	32134	32119	32124	32129	32121	32120	32128	32144	32130	32126	34301	8463	44470	44428	44449	44452	44436	44448	44446	44457	44473	46951	50686
175	83176	33119	33137	33156	33162	33109	33029	36597	33087	36947	36866	36926	36911	36877	36918	36852	36488	36479	32054	32056	32054	36947	32056	36866	36877	36852	36488	36479	33119	33137	33156	33162	33109	36926	36911	36918	48988	49028	46632	46513	46557	47372	47309	47344	47348	47358	47276	47407	47400	47401	38064	38041	38063	47225	47221	47185	32125	32127	32124	32140	34302	32122	32137	32131	32126	46989	34313	34298	34294	34304	48418	48436	48438	48440	47519	47133	47162	34320	34331	34347	34337	34336	34321	34319	57837	57814	57843	57840	57823	57815	57806	57833	57832	48773	48781	48779	48746	48909	48902	48870	48835
176	84981	33188	33194	33189	33146	52672	52640	52645	52659	53464	53450	53414	36849	37055	31423	31382	36845	31389	53337	36591	36582	31809	36461	36504	31670	31655	36778	36774	36780	36782	36788	31309	31335	31310	31327	51766	36461	36504	33146	36591	36582	52784	33188	33194	33189	53656	42034	42029	41684	41694	41614	41068	41062	41065	41068	41062	41065	40832	53464	53450	36849	37055	36845	55661	55647	55623	55632	55649	39161	39713	43717	43739	43631	43746	43684	43717	43739	43631	43746	43684	31809	44474	44440	44465	44422	44450	44468	44467	31670	31655	47550	47568	47618	47635	47600	48269	52672	52640	52645	52659	31309
